cube_fixed_deposit_recommendation.cif_id,cube_fixed_deposit_recommendation.total_accounts,cube_fixed_deposit_recommendation.total_saving_accounts,cube_fixed_deposit_recommendation.total_fixed_accounts,cube_fixed_deposit_recommendation.total_loan_accounts,cube_fixed_deposit_recommendation.total_overdraft_accounts,cube_fixed_deposit_recommendation.scheme_type,cube_fixed_deposit_recommendation.total_debit_transaction_count,cube_fixed_deposit_recommendation.total_credit_transaction_count,cube_fixed_deposit_recommendation.average_debit_transaction_count,cube_fixed_deposit_recommendation.average_credit_transaction_count,cube_fixed_deposit_recommendation.total_debit_transaction_amount,cube_fixed_deposit_recommendation.total_credit_transaction_amount,cube_fixed_deposit_recommendation.average_debit_amount,cube_fixed_deposit_recommendation.average_credit_amount,cube_fixed_deposit_recommendation.average_yearly_saving,cube_fixed_deposit_recommendation.total_yearly_saving,cube_fixed_deposit_recommendation.employment_status,cube_fixed_deposit_recommendation.marital_status,cube_fixed_deposit_recommendation.occupation,cube_fixed_deposit_recommendation.gender,cube_fixed_deposit_recommendation.age_group,cube_fixed_deposit_recommendation.withdrawal_trends,cube_fixed_deposit_recommendation.first_account_date,cube_fixed_deposit_recommendation.last_account_date,cube_fixed_deposit_recommendation.first_account_opened_days,cube_fixed_deposit_recommendation.last_account_opened_days,cube_fixed_deposit_recommendation.total_dormant_days,cube_fixed_deposit_recommendation.total_dormant_account,cube_fixed_deposit_recommendation.total_active_account,cube_fixed_deposit_recommendation.last_transaction_date,cube_fixed_deposit_recommendation.last_dormant_date,cube_fixed_deposit_recommendation.recently_active
DLNINDV2000030,10,4,0,3,3,SBA,11,51,7.69753470750906,3.657615295770449,2595.2836057791783,3463.4046575596553,395.9635041789498,452.1439874553667,5867.958466365611,66811.96258603776,Employed,SINGLE,TEACHER,F,Millennial,High Withdrawal,2012-08-07,2012-08-08,-364,4185,0,0,10,2015-10-13,,Y
DLNINDV2000031,12,5,4,3,0,SBA,77,57,6.308837628044895,4.778027708016488,3753.9996030614657,3293.468166687733,139.99395486474535,251.19503604890178,8440.921185574245,41978.5437620727,Self employed,MARRIED,BUSINESSMAN,M,Millennial,Low Withdrawal,2012-12-01,2018-11-03,2163,4434,0,0,12,2015-05-29,,Y
DLNINDV2000032,12,5,4,3,0,SBA,77,57,6.308837628044895,4.778027708016488,3753.9996030614657,3293.468166687733,139.99395486474535,251.19503604890178,8440.921185574245,41978.5437620727,Self employed,MARRIED,BUSINESSMAN,M,Millennial,Low Withdrawal,2012-12-01,2018-11-03,2163,4434,0,0,12,2018-01-12,,Y
DLNINDV2000033,13,9,2,1,1,SBA,10,77,8.597918266536801,4.702185145510107,4546.721549192191,1510.7589176898623,258.66064078170075,217.79757873577194,7007.781782009498,92837.70227226184,Self employed,MARRIED,ENGINEER,M,Millennial,High Withdrawal,2011-04-23,2023-10-12,4555,5022,0,0,13,2021-09-19,,Y
DLNINDV2000034,14,8,0,4,2,SBA,79,89,8.777508085647128,4.571054444924996,3553.0823753734016,2095.844509284535,297.21026310872196,396.3895443642673,14041.728230349478,58096.85574312114,Unemployed,SINGLE,BUSINESSMAN,M,Millennial,Low Withdrawal,2010-12-11,2010-12-12,-3417,1737,0,0,14,2023-04-14,,Y
DLNINDV2000035,12,7,2,0,3,SBA,28,40,4.298219061245739,3.2874728416276486,1164.270067071503,3735.855077592564,371.93791196009835,445.25540879560157,19380.536111117694,93053.26018061143,Self employed,MARRIED,TEACHER,M,Gen X,High Withdrawal,2013-06-06,2018-05-27,1816,4247,0,0,12,2016-03-31,,Y
DLNINDV2000036,8,3,3,2,0,SBA,12,81,3.5160430761708272,2.3953745505496977,1480.6585912225687,3726.454675891159,145.38584080697922,133.1565286773417,6241.226300529592,58403.67736147801,Unemployed,MARRIED,TEACHER,M,Gen Z,High Withdrawal,2018-05-13,,2445,2445,0,0,8,2019-11-02,,Y
DLNINDV2000037,16,4,4,4,4,SBA,98,30,2.8802684585382416,2.1947088001867283,4733.745232317931,4468.4664288388885,305.33046747695715,253.68073255168798,15375.715957533681,75811.34971947706,Employed,MARRIED,TEACHER,M,Gen Z,High Withdrawal,2011-01-20,2011-01-21,-34,5080,0,0,16,2017-03-10,,Y
DLNINDV2000038,13,9,2,1,1,SBA,10,77,8.597918266536801,4.702185145510107,4546.721549192191,1510.7589176898623,258.66064078170075,217.79757873577194,7007.781782009498,92837.70227226184,Self employed,MARRIED,ENGINEER,M,Millennial,High Withdrawal,2011-04-23,2023-10-12,4555,5022,0,0,13,2018-03-30,,Y
DLNINDV2000039,7,2,2,0,3,SBA,66,23,1.633745177645895,2.2451778317602122,1061.218161161539,3322.176049375639,158.6419286768102,378.77002234552594,6130.385905286935,61888.182081200895,Self employed,SINGLE,DOCTOR,M,Millennial,Low Withdrawal,2012-07-11,2014-06-14,703,4577,349,5,2,2017-10-09,2023-11-22,N
DLNINDV2000040,8,3,3,2,0,SBA,12,81,3.5160430761708272,2.3953745505496977,1480.6585912225687,3726.454675891159,145.38584080697922,133.1565286773417,6241.226300529592,58403.67736147801,Unemployed,MARRIED,TEACHER,M,Gen Z,High Withdrawal,2018-05-13,,2445,2445,0,0,8,2022-10-02,,Y
DLNINDV2000041,5,2,2,1,0,SBA,91,42,4.5522232012852495,2.749420305953857,4796.582926365543,3926.591021198561,189.0305670284122,186.7236426345965,5552.32801453987,56072.83579328835,Employed,SINGLE,BUSINESSMAN,M,Gen Z,High Withdrawal,2015-07-29,2019-08-09,1472,3464,0,0,5,2021-11-12,,Y
DLNINDV2000042,18,7,3,4,4,SBA,61,44,2.7181992803531143,3.443886242377677,2385.217284357603,3191.8875329923494,434.7855496949495,201.19606719569646,10894.841734682886,64385.24868337806,Employed,SINGLE,DOCTOR,F,Gen X,Low Withdrawal,2010-07-17,2018-05-31,2875,5302,871,2,16,2024-11-30,2017-06-14,N
DLNINDV2000043,14,8,3,0,3,SBA,62,16,7.488459318269164,3.9029568781474047,2734.082950322968,4775.566418243028,195.29446096159177,194.6740774728315,10917.826979121948,78089.66752574785,Self employed,SINGLE,TEACHER,F,Millennial,Low Withdrawal,2023-03-14,,679,679,182,6,8,2019-03-04,2021-05-09,N
DLNINDV2000044,8,4,2,2,0,SBA,49,70,5.367518868486841,5.115386454523557,3599.0947305710533,3274.0811349998335,435.39230550559404,130.1738188359077,13536.222037486215,78111.76261201827,Employed,SINGLE,TEACHER,F,Gen X,High Withdrawal,2013-04-17,2017-06-01,1506,4297,0,0,8,2022-08-17,,Y
DLNINDV2000045,11,7,1,3,0,SBA,59,57,7.040291651416456,9.72583180402743,3004.159535661037,3247.4667685750946,193.29122896981113,394.84028233720767,13015.194125441947,83717.74205391019,Employed,SINGLE,ENGINEER,F,Gen X,Low Withdrawal,2011-04-19,2011-04-20,-1730,3295,0,0,11,2021-12-31,,Y
DLNINDV2000046,11,7,1,3,0,SBA,59,57,7.040291651416456,9.72583180402743,3004.159535661037,3247.4667685750946,193.29122896981113,394.84028233720767,13015.194125441947,83717.74205391019,Employed,SINGLE,ENGINEER,F,Gen X,Low Withdrawal,2011-04-19,2011-04-20,-1730,3295,0,0,11,2016-04-25,,Y
DLNINDV2000047,16,5,4,4,3,SBA,99,34,5.974884701519409,1.3495126098648087,4918.042114486034,2393.3464178127897,394.81422271640355,322.4020154570338,16664.034256028383,92252.0846941301,Unemployed,MARRIED,BUSINESSMAN,F,Millennial,Low Withdrawal,2020-02-05,,1812,1812,0,0,16,2019-08-14,,Y
DLNINDV2000048,14,9,0,3,2,SBA,48,50,4.354181803846444,8.578207675107834,1192.2356967881349,3303.6983010323383,270.4365900187764,166.48617276370118,5952.67744385002,63795.704551928924,Self employed,SINGLE,BUSINESSMAN,M,Gen X,High Withdrawal,2013-08-24,2013-08-25,-4076,91,0,0,14,2020-12-01,,Y
DLNINDV2000049,12,9,0,3,0,SBA,80,63,3.7512731735846367,8.450821034088298,4227.651908203117,4870.322206080989,375.2120040700156,467.6462861114638,16243.674499641082,70931.5457297826,Employed,SINGLE,BUSINESSMAN,F,Gen X,Low Withdrawal,2015-05-25,,3529,3529,0,0,12,2022-08-28,,Y
DLNINDV2000050,11,8,3,0,0,SBA,65,46,9.154889089466986,1.7343476236021633,2769.408918924418,4282.557902975821,438.8572576382359,232.1010116076394,8899.247942813941,80559.93057377829,Unemployed,MARRIED,ENGINEER,F,Millennial,Low Withdrawal,2015-05-09,2015-05-10,-388,3156,361,6,5,2019-05-21,2022-11-24,N
DLNINDV2000051,12,2,4,2,4,SBA,20,29,5.492740418962771,8.97955434055594,3628.445314000667,2509.0363329119036,136.68165890339242,429.11614075067723,6997.776878356246,44622.179181683954,Unemployed,MARRIED,BUSINESSMAN,F,Gen Z,High Withdrawal,2018-03-24,2018-03-25,-1665,829,0,0,12,2021-08-05,,Y
DLNINDV2000052,8,4,2,2,0,SBA,49,70,5.367518868486841,5.115386454523557,3599.0947305710533,3274.0811349998335,435.39230550559404,130.1738188359077,13536.222037486215,78111.76261201827,Employed,SINGLE,TEACHER,F,Gen X,High Withdrawal,2013-04-17,2017-06-01,1506,4297,0,0,8,2015-12-07,,Y
DLNINDV2000053,11,7,1,3,0,SBA,59,57,7.040291651416456,9.72583180402743,3004.159535661037,3247.4667685750946,193.29122896981113,394.84028233720767,13015.194125441947,83717.74205391019,Employed,SINGLE,ENGINEER,F,Gen X,Low Withdrawal,2011-04-19,2011-04-20,-1730,3295,0,0,11,2022-09-18,,Y
DLNINDV2000054,14,8,0,4,2,SBA,79,89,8.777508085647128,4.571054444924996,3553.0823753734016,2095.844509284535,297.21026310872196,396.3895443642673,14041.728230349478,58096.85574312114,Unemployed,SINGLE,BUSINESSMAN,M,Millennial,Low Withdrawal,2010-12-11,2010-12-12,-3417,1737,0,0,14,2020-07-03,,Y
DLNINDV2000055,7,4,1,2,0,SBA,64,21,9.810035724475082,3.3058624923501227,1232.7743820337744,1514.0014129356407,121.39411869894757,382.03374571866397,8989.068874463585,36578.21192064452,Employed,MARRIED,ENGINEER,F,Millennial,Low Withdrawal,2015-11-07,2017-12-01,755,3363,0,0,7,2022-09-09,,Y
DLNINDV2000056,11,8,3,0,0,SBA,65,46,9.154889089466986,1.7343476236021633,2769.408918924418,4282.557902975821,438.8572576382359,232.1010116076394,8899.247942813941,80559.93057377829,Unemployed,MARRIED,ENGINEER,F,Millennial,Low Withdrawal,2015-05-09,2015-05-10,-388,3156,361,6,5,2023-04-05,2022-04-21,N
DLNINDV2000057,7,2,3,0,2,SBA,78,57,7.020316536967897,1.638468252999349,4738.455989358839,1826.7374395069814,293.008379857057,328.58921008200423,11168.100813082794,59853.214931671435,Self employed,MARRIED,DOCTOR,F,Gen X,High Withdrawal,2019-11-07,2023-03-01,1210,1902,561,5,2,2021-11-01,2019-08-02,N
DLNINDV2000058,10,1,3,4,2,SBA,89,84,5.229500625918487,3.953374007272587,1634.585790569964,2541.58648386226,412.518420188481,291.0859563520911,18787.648277533393,67196.4717710109,Unemployed,MARRIED,BUSINESSMAN,F,Gen X,High Withdrawal,2013-06-02,2018-01-14,1687,4251,0,0,10,2020-02-10,,Y
DLNINDV2000059,12,2,4,2,4,SBA,20,29,5.492740418962771,8.97955434055594,3628.445314000667,2509.0363329119036,136.68165890339242,429.11614075067723,6997.776878356246,44622.179181683954,Unemployed,MARRIED,BUSINESSMAN,F,Gen Z,High Withdrawal,2018-03-24,2018-03-25,-1665,829,0,0,12,2017-04-14,,Y
DLNINDV2000060,13,8,3,2,0,SBA,41,10,3.2541563674502574,3.6685912928301865,2713.257899760431,3708.673369531927,219.05406980372436,292.66679518564615,10824.025759848082,40115.39516094388,Employed,MARRIED,DOCTOR,M,Gen Z,Low Withdrawal,2011-08-24,2018-11-03,2628,4899,662,5,8,2018-04-18,2022-12-19,N
DLNINDV2000061,10,3,0,4,3,SBA,76,27,6.150632222537545,3.7293896320590054,1701.321079557354,4746.592607422829,318.36630806599555,229.07455531103346,12205.55122799532,69381.09696778336,Unemployed,SINGLE,BUSINESSMAN,F,Millennial,Low Withdrawal,2014-11-27,2014-11-28,-359,3348,0,0,10,2019-09-22,,Y
DLNINDV2000062,8,1,4,1,2,SBA,82,63,7.916986128756781,6.209784059568029,3920.157266247274,3473.0155373515713,321.4812209383203,372.4157708387636,19107.97740703075,97437.90123518584,Employed,SINGLE,ENGINEER,M,Millennial,Low Withdrawal,2012-09-19,2014-06-28,647,4507,318,9,-1,2024-07-10,2017-07-19,N
DLNINDV2000063,14,8,0,4,2,SBA,79,89,8.777508085647128,4.571054444924996,3553.0823753734016,2095.844509284535,297.21026310872196,396.3895443642673,14041.728230349478,58096.85574312114,Unemployed,SINGLE,BUSINESSMAN,M,Millennial,Low Withdrawal,2010-12-11,2010-12-12,-3417,1737,0,0,14,2019-08-17,,Y
DLNINDV2000064,15,9,0,3,3,SBA,79,33,9.95095459717607,7.048235217656795,3264.148841976305,3622.8905415229688,478.4778171526761,260.08915714880993,13717.439317712395,83345.42715757064,Unemployed,SINGLE,BUSINESSMAN,M,Millennial,High Withdrawal,2016-01-02,,3307,3307,0,0,15,2023-12-12,,Y
DLNINDV2000065,8,4,2,2,0,SBA,49,70,5.367518868486841,5.115386454523557,3599.0947305710533,3274.0811349998335,435.39230550559404,130.1738188359077,13536.222037486215,78111.76261201827,Employed,SINGLE,TEACHER,F,Gen X,High Withdrawal,2013-04-17,2017-06-01,1506,4297,0,0,8,2024-09-07,,Y
DLNINDV2000066,7,2,3,0,2,SBA,78,57,7.020316536967897,1.638468252999349,4738.455989358839,1826.7374395069814,293.008379857057,328.58921008200423,11168.100813082794,59853.214931671435,Self employed,MARRIED,DOCTOR,F,Gen X,High Withdrawal,2019-11-07,2023-03-01,1210,1902,561,5,2,2015-11-07,2015-10-16,N
DLNINDV2000067,7,3,1,0,3,SBA,41,69,5.57932669154884,7.380198972191067,1737.3346973254802,3545.614389784045,298.62447627323104,240.08729868012543,7545.198558433483,39286.78658637055,Employed,MARRIED,TEACHER,M,Millennial,High Withdrawal,2017-03-06,2017-10-24,232,2878,0,0,7,2015-09-19,,Y
DLNINDV2000068,13,8,3,2,0,SBA,41,10,3.2541563674502574,3.6685912928301865,2713.257899760431,3708.673369531927,219.05406980372436,292.66679518564615,10824.025759848082,40115.39516094388,Employed,MARRIED,DOCTOR,M,Gen Z,Low Withdrawal,2011-08-24,2018-11-03,2628,4899,662,5,8,2018-12-13,2016-12-24,N
DLNINDV2000069,8,3,3,2,0,SBA,12,81,3.5160430761708272,2.3953745505496977,1480.6585912225687,3726.454675891159,145.38584080697922,133.1565286773417,6241.226300529592,58403.67736147801,Unemployed,MARRIED,TEACHER,M,Gen Z,High Withdrawal,2018-05-13,,2445,2445,0,0,8,2016-02-10,,Y
DLNINDV2000070,11,6,4,1,0,SBA,95,12,3.0716674141739975,1.4569167793545725,3066.785029706267,1858.3564788334966,133.31376447810385,406.87794124342867,9064.364637726949,86509.7192050001,Unemployed,MARRIED,TEACHER,M,Gen X,Low Withdrawal,2016-09-08,2016-09-09,-2699,357,0,0,11,2020-12-30,,Y
DLNINDV2000071,8,3,3,2,0,SBA,12,81,3.5160430761708272,2.3953745505496977,1480.6585912225687,3726.454675891159,145.38584080697922,133.1565286773417,6241.226300529592,58403.67736147801,Unemployed,MARRIED,TEACHER,M,Gen Z,High Withdrawal,2018-05-13,,2445,2445,0,0,8,2015-12-08,,Y
DLNINDV2000072,11,8,3,0,0,SBA,65,46,9.154889089466986,1.7343476236021633,2769.408918924418,4282.557902975821,438.8572576382359,232.1010116076394,8899.247942813941,80559.93057377829,Unemployed,MARRIED,ENGINEER,F,Millennial,Low Withdrawal,2015-05-09,2015-05-10,-388,3156,361,6,5,2018-09-01,2023-01-19,N
DLNINDV2000073,10,5,3,2,0,SBA,33,28,6.805930258275083,2.74846558160838,1731.4639884292292,3605.939087431152,370.7079617697213,262.08083471256685,9196.452607534186,21774.77936242413,Unemployed,MARRIED,TEACHER,M,Gen X,High Withdrawal,2017-12-28,2017-12-29,-1792,788,0,0,10,2023-09-08,,Y
DLNINDV2000074,13,7,3,0,3,SBA,29,45,8.95144620039633,9.83656799479478,2367.518666865606,2362.49827785696,472.371642274917,311.3480485188837,18149.92228888689,53642.86229320601,Self employed,MARRIED,ENGINEER,F,Gen Z,High Withdrawal,2018-05-14,2018-05-15,-1542,901,0,0,13,2015-09-01,,Y
DLNINDV2000075,10,5,0,4,1,SBA,20,42,9.370151513297486,7.295609896904745,2043.574493366856,2000.0657968644186,456.75876351071065,498.33255001174825,5205.079472404959,43836.75612335604,Self employed,SINGLE,TEACHER,M,Millennial,High Withdrawal,2013-06-08,,4245,4245,0,0,10,2016-05-04,,Y
DLNINDV2000076,12,8,1,3,0,SBA,32,29,4.227821031665475,7.431355937619569,3157.5097936002503,1954.3874391613608,332.5221668907129,466.1017366676425,16248.661242049577,56747.744635693794,Employed,MARRIED,ENGINEER,M,Millennial,Low Withdrawal,2017-02-10,2019-11-10,1003,2902,0,0,12,2015-01-12,,Y
DLNINDV2000077,13,7,3,0,3,SBA,29,45,8.95144620039633,9.83656799479478,2367.518666865606,2362.49827785696,472.371642274917,311.3480485188837,18149.92228888689,53642.86229320601,Self employed,MARRIED,ENGINEER,F,Gen Z,High Withdrawal,2018-05-14,2018-05-15,-1542,901,0,0,13,2024-01-24,,Y
DLNINDV2000078,10,7,0,2,1,SBA,28,91,9.82298425344441,5.833741844769899,1068.6444073270009,1156.745306702585,382.3325935514778,117.3603133192691,19779.290759982563,98437.01800739023,Self employed,SINGLE,BUSINESSMAN,M,Gen Z,High Withdrawal,2021-01-01,,1481,1481,0,0,10,2016-07-14,,Y
DLNINDV2000079,7,4,1,2,0,SBA,64,21,9.810035724475082,3.3058624923501227,1232.7743820337744,1514.0014129356407,121.39411869894757,382.03374571866397,8989.068874463585,36578.21192064452,Employed,MARRIED,ENGINEER,F,Millennial,Low Withdrawal,2015-11-07,2017-12-01,755,3363,0,0,7,2015-02-11,,Y
DLNINDV2000080,7,2,3,0,2,SBA,78,57,7.020316536967897,1.638468252999349,4738.455989358839,1826.7374395069814,293.008379857057,328.58921008200423,11168.100813082794,59853.214931671435,Self employed,MARRIED,DOCTOR,F,Gen X,High Withdrawal,2019-11-07,2023-03-01,1210,1902,561,5,2,2022-06-18,2021-05-08,N
DLNINDV2000081,12,7,1,4,0,SBA,79,11,6.726993563673059,5.97537979217117,1323.4918664687907,4203.797178729599,255.8472344876814,383.2724782332799,14702.725425030858,36403.62628052199,Self employed,SINGLE,TEACHER,F,Millennial,Low Withdrawal,2021-07-29,2023-06-12,683,1272,177,7,5,2016-08-16,2020-05-07,N
DLNINDV2000082,14,8,0,4,2,SBA,79,89,8.777508085647128,4.571054444924996,3553.0823753734016,2095.844509284535,297.21026310872196,396.3895443642673,14041.728230349478,58096.85574312114,Unemployed,SINGLE,BUSINESSMAN,M,Millennial,Low Withdrawal,2010-12-11,2010-12-12,-3417,1737,0,0,14,2018-12-23,,Y
DLNINDV2000083,15,9,0,3,3,SBA,79,33,9.95095459717607,7.048235217656795,3264.148841976305,3622.8905415229688,478.4778171526761,260.08915714880993,13717.439317712395,83345.42715757064,Unemployed,SINGLE,BUSINESSMAN,M,Millennial,High Withdrawal,2016-01-02,,3307,3307,0,0,15,2020-01-01,,Y
DLNINDV2000084,13,7,3,0,3,SBA,29,45,8.95144620039633,9.83656799479478,2367.518666865606,2362.49827785696,472.371642274917,311.3480485188837,18149.92228888689,53642.86229320601,Self employed,MARRIED,ENGINEER,F,Gen Z,High Withdrawal,2018-05-14,2018-05-15,-1542,901,0,0,13,2023-11-04,,Y
DLNINDV2000085,8,1,4,1,2,SBA,82,63,7.916986128756781,6.209784059568029,3920.157266247274,3473.0155373515713,321.4812209383203,372.4157708387636,19107.97740703075,97437.90123518584,Employed,SINGLE,ENGINEER,M,Millennial,Low Withdrawal,2012-09-19,2014-06-28,647,4507,318,9,-1,2024-01-01,2017-12-25,N
DLNINDV2000086,9,6,1,1,1,SBA,68,42,1.3924339457899038,4.946267107162782,1190.8645107665952,2346.216859554906,185.09115800969158,195.00258851698797,11249.585866077188,27072.657869251725,Self employed,MARRIED,TEACHER,M,Millennial,Low Withdrawal,2017-06-05,2019-09-02,819,2787,0,0,9,2019-08-21,,Y
DLNINDV2000087,12,7,1,4,0,SBA,79,11,6.726993563673059,5.97537979217117,1323.4918664687907,4203.797178729599,255.8472344876814,383.2724782332799,14702.725425030858,36403.62628052199,Self employed,SINGLE,TEACHER,F,Millennial,Low Withdrawal,2021-07-29,2023-06-12,683,1272,177,7,5,2024-09-03,2016-04-27,N
DLNINDV2000088,15,6,1,4,4,SBA,47,18,4.150705669252082,6.651049734537724,1375.493160325167,4281.707375085072,482.72035405058256,201.4728695492555,5484.739266644757,41493.79856202459,Unemployed,SINGLE,TEACHER,F,Millennial,Low Withdrawal,2013-08-11,2021-03-30,2788,4181,0,0,15,2015-05-14,,Y
DLNINDV2000089,10,5,3,2,0,SBA,33,28,6.805930258275083,2.74846558160838,1731.4639884292292,3605.939087431152,370.7079617697213,262.08083471256685,9196.452607534186,21774.77936242413,Unemployed,MARRIED,TEACHER,M,Gen X,High Withdrawal,2017-12-28,2017-12-29,-1792,788,0,0,10,2023-08-05,,Y
DLNINDV2000090,12,7,1,4,0,SBA,79,11,6.726993563673059,5.97537979217117,1323.4918664687907,4203.797178729599,255.8472344876814,383.2724782332799,14702.725425030858,36403.62628052199,Self employed,SINGLE,TEACHER,F,Millennial,Low Withdrawal,2021-07-29,2023-06-12,683,1272,177,7,5,2023-06-06,2017-07-24,N
DLNINDV2000091,12,5,4,3,0,SBA,77,57,6.308837628044895,4.778027708016488,3753.9996030614657,3293.468166687733,139.99395486474535,251.19503604890178,8440.921185574245,41978.5437620727,Self employed,MARRIED,BUSINESSMAN,M,Millennial,Low Withdrawal,2012-12-01,2018-11-03,2163,4434,0,0,12,2017-08-05,,Y
DLNINDV2000092,13,8,3,2,0,SBA,41,10,3.2541563674502574,3.6685912928301865,2713.257899760431,3708.673369531927,219.05406980372436,292.66679518564615,10824.025759848082,40115.39516094388,Employed,MARRIED,DOCTOR,M,Gen Z,Low Withdrawal,2011-08-24,2018-11-03,2628,4899,662,5,8,2024-11-06,2021-04-14,N
DLNINDV2000093,15,9,0,3,3,SBA,79,33,9.95095459717607,7.048235217656795,3264.148841976305,3622.8905415229688,478.4778171526761,260.08915714880993,13717.439317712395,83345.42715757064,Unemployed,SINGLE,BUSINESSMAN,M,Millennial,High Withdrawal,2016-01-02,,3307,3307,0,0,15,2015-03-14,,Y
DLNINDV2000094,11,3,4,3,1,SBA,28,98,3.9767527420346234,3.2522622446427762,2245.653237565177,3771.5614347677574,122.34846187094001,491.16026750170835,11168.826748780535,84403.57340154896,Employed,MARRIED,DOCTOR,F,Millennial,High Withdrawal,2023-06-18,,583,583,0,0,11,2016-02-03,,Y
DLNINDV2000095,11,6,4,1,0,SBA,95,12,3.0716674141739975,1.4569167793545725,3066.785029706267,1858.3564788334966,133.31376447810385,406.87794124342867,9064.364637726949,86509.7192050001,Unemployed,MARRIED,TEACHER,M,Gen X,Low Withdrawal,2016-09-08,2016-09-09,-2699,357,0,0,11,2018-11-29,,Y
DLNINDV2000096,10,3,0,4,3,SBA,76,27,6.150632222537545,3.7293896320590054,1701.321079557354,4746.592607422829,318.36630806599555,229.07455531103346,12205.55122799532,69381.09696778336,Unemployed,SINGLE,BUSINESSMAN,F,Millennial,Low Withdrawal,2014-11-27,2014-11-28,-359,3348,0,0,10,2022-03-10,,Y
DLNINDV2000097,16,5,4,4,3,SBA,99,34,5.974884701519409,1.3495126098648087,4918.042114486034,2393.3464178127897,394.81422271640355,322.4020154570338,16664.034256028383,92252.0846941301,Unemployed,MARRIED,BUSINESSMAN,F,Millennial,Low Withdrawal,2020-02-05,,1812,1812,0,0,16,2022-12-16,,Y
DLNINDV2000098,5,2,2,1,0,SBA,91,42,4.5522232012852495,2.749420305953857,4796.582926365543,3926.591021198561,189.0305670284122,186.7236426345965,5552.32801453987,56072.83579328835,Employed,SINGLE,BUSINESSMAN,M,Gen Z,High Withdrawal,2015-07-29,2019-08-09,1472,3464,0,0,5,2015-05-10,,Y
DLNINDV2000099,18,7,3,4,4,SBA,61,44,2.7181992803531143,3.443886242377677,2385.217284357603,3191.8875329923494,434.7855496949495,201.19606719569646,10894.841734682886,64385.24868337806,Employed,SINGLE,DOCTOR,F,Gen X,Low Withdrawal,2010-07-17,2018-05-31,2875,5302,871,2,16,2023-02-26,2015-06-05,N
DLNINDV2000100,11,6,4,1,0,SBA,95,12,3.0716674141739975,1.4569167793545725,3066.785029706267,1858.3564788334966,133.31376447810385,406.87794124342867,9064.364637726949,86509.7192050001,Unemployed,MARRIED,TEACHER,M,Gen X,Low Withdrawal,2016-09-08,2016-09-09,-2699,357,0,0,11,2024-09-07,,Y
DLNINDV2000101,7,2,2,0,3,SBA,66,23,1.633745177645895,2.2451778317602122,1061.218161161539,3322.176049375639,158.6419286768102,378.77002234552594,6130.385905286935,61888.182081200895,Self employed,SINGLE,DOCTOR,M,Millennial,Low Withdrawal,2012-07-11,2014-06-14,703,4577,349,5,2,2023-12-22,2017-12-06,N
DLNINDV2000102,5,2,2,1,0,SBA,91,42,4.5522232012852495,2.749420305953857,4796.582926365543,3926.591021198561,189.0305670284122,186.7236426345965,5552.32801453987,56072.83579328835,Employed,SINGLE,BUSINESSMAN,M,Gen Z,High Withdrawal,2015-07-29,2019-08-09,1472,3464,0,0,5,2019-12-17,,Y
DLNINDV2000103,14,8,0,4,2,SBA,79,89,8.777508085647128,4.571054444924996,3553.0823753734016,2095.844509284535,297.21026310872196,396.3895443642673,14041.728230349478,58096.85574312114,Unemployed,SINGLE,BUSINESSMAN,M,Millennial,Low Withdrawal,2010-12-11,2010-12-12,-3417,1737,0,0,14,2020-06-24,,Y
DLNINDV2000104,15,6,1,4,4,SBA,47,18,4.150705669252082,6.651049734537724,1375.493160325167,4281.707375085072,482.72035405058256,201.4728695492555,5484.739266644757,41493.79856202459,Unemployed,SINGLE,TEACHER,F,Millennial,Low Withdrawal,2013-08-11,2021-03-30,2788,4181,0,0,15,2015-09-23,,Y
